0,1
اذا كانت فقط خمسة عشر دقيقة من المحطة، اذا بمشي.,لو إن المسافة خمسة عشرة دقيقة فقط من المحطة ، إذن سأمشيها .
احتاج دوكتور.,أحتاج إلى طيب .
أريد كاميرا رخيصة .,أريد كاميرا رخيصة .
اعتقد ذلك.,أعتقد ذلك .
عندك فكرة وين رايحين؟,هل لديك أي فكرة إلى أنت ذاهب ؟
"صج؟ انزين، الأحسن انك تركب تكسي وتقول حق السواق بس ""محطة مدينة قري لاين"". ياخذ اكثر من اربعين دقيقة مشي.","أهو أنت ؟ حسنا , من الأفضل أن تأخذ تاكسي وتقول للسائق فقط جراي لاين سيتي ترمينال . ولن تأخذ أكثر من أربعين دقيقة على الأقدام ."
بتبيعهم كل واحد بروحه؟,هل ستبيعهم منفصلين ؟
إنها خارج الباب . اذهب إلي محطة الحافلات رقم ثلاثة . هذه الحافلة سوف تقلك إلى فندق باي فيو .,إنها خارج الباب . اذهب إلي محطة الحافلات رقم ثلاثة . هذه الحافلة سوف تقلك إلى فندق باي فيو .
بسأله متى يناسبه قبل ما اتصل له.,سأسأله عما يناسبه قبل أن أناديه .
هذي الطريق الصح للمحطة؟,هل هذا هو الطريق الصحيح إلى المحطة ؟
أي الأماكن أتوجه إليها للحصول عليها ؟,أي الأماكن أتوجه إليها للحصول عليها ؟
لو سمحت طلع هذي مع الغرض اللي شريته حق الجمارك في المطار.,من فضلك أظهرها مع المشتريات في الجمارك في المطار .
أريد بعض وسائل منع الحمل .,أريد بعض وسائل منع الحمل .
لو سمحت كلم لي حامل الشنط.,من فضلك استدعي الحمّال .
فندق طوكيو. ممكن اساعدك؟,فندق طوكيو . هل من مساعدة ؟
جئت للحصول عليها الآن .,جئت للحصول عليها الآن .
افتح حلجك قد ما تقدر.,من فضلك افتح فمك على مداه .
احترت، تمانع لو ترسملي خريطة؟,سأرتبك . هل تمانع في رسم خريطة لي ؟
شوفه هناك، قدام مكتب المعلومات السياحية بالضبط.,هناك ، أمام بيانات السائح تماما .
انت امريكي؟,هل أنت أمريكي ؟
أريد الحجز لمجموعة من خمسة أشخاص الساعة السادسة هذه الليلة .,أريد الحجز لمجموعة من خمسة أشخاص الساعة السادسة هذه الليلة .
إنني متعجل للذهاب ؟,إنني متعجل للذهاب ؟
اكيد في غلط.,لا بد أن يكون هناك خطأ ما .
هيا نجر لك اختباراً للدم .,هيا نجر لك اختباراً للدم .
عندي قشعريرة.,عندي قشعريرة .
عندك شيء اعرض؟,ألديك مقاس أوسع ؟
إن البيسبول من الألعاب المشهورة جداً .,إن البيسبول من الألعاب المشهورة جداً .
أين يجب علىّ أن أغير القطار للذهاب إلى سان دييجو ؟,أين يجب علىّ أن أغير القطار للذهاب إلى سان دييجو ؟
ما ياكلون بيض ني في امريكا.,إنهم لا يأكلون البيض نيئاً في الولايات المتحدة الأمريكية .
عندي وقت كتير.,عندي الكثير من الوقت .
استخدمه كل اسبوع. ادهن طبقة خفيفة على وجهك بعد ما تغسله، وتجنب العين والشعر.,"استخدمها أسبوعياً قيم بمسح الغشاء الرقيق للعين بها بعد أن تغسل وجهك , متجنباً عيناك ومواضع الشعر ."
الرقم صفر صفر صفر صفر صفر صفر صفر صفر صفر صفر واسمي ميهو سوزوكي.,الرقم هو صفر صفر صفر صفر صفر صفر صفر صفر صفر صفر واسمي هو ميهو سوزوكي .
على الساحل الشرقي ، تجد أيضاً أماكن شهيرة . مثل نيويورك ، واشنطن ، دي دي وبوسطن .,على الساحل الشرقي ، تجد أيضاً أماكن شهيرة . مثل نيويورك ، واشنطن ، دي دي وبوسطن .
كعكة الأرز هي نوع من الطعام الياباني التقليدي .,كعكة الأرز هي نوع من الطعام الياباني التقليدي .
هل ستغادر هذا الرحلة في موعدها ؟,هل ستغادر هذا الرحلة في موعدها ؟
شنو تبغي مع الطبق الرئيسي؟,ماذا تفضل مع طبقك الرئيسي .
لو سمحت استعجل، اذا ممكن.,"قم بدفعها من فضلك , إن كان ذلك ممكنا ."
بيت ميتروبوليتان للاوبرا.,أوبرا ميتروبوليتان .
بنقعد ثلاث ليالي.,سنبقى لمدة ثلاث ليال .
هل لك أن تطبع اسمي وعنواني على رأس الخطاب ؟,هل لك أن تطبع اسمي وعنواني على رأس الخطاب ؟
أريد ثلاثة أفلام ملونة ستة وثلاثين مللي .,أريد ثلاثة أفلام ملونة ستة وثلاثين مللي .
وين مكتب الممتلكات المفقودة؟,أين مكتب الأشياء المفقودة .
صورنا مع هالمبنى، لو سمحت.,"أظهر هذا المبنى معنا , من فضلك ."
لقد أدخلت العملات ، ولكني لم أحصل على شيء .,لقد أدخلت العملات ، ولكني لم أحصل على شيء .
هاذي مب تفاحة انها خوخ.,هذه ليست تفاحة ولكنها خوخة .
السكارى هم أنفسهم في كل بلد .,السكارى هم أنفسهم في كل بلد .
"يوم الدستور او ""كيمبو كينيبي"" هو اجازة وطنية في الثالث م مايو للاحتفال بذكرى تأسيس الدستور الحالي لليابان.","عيد الدستور أو "" كيمبو كينينبي "" عطلة قومية في الثالث من مايو للاحتفال بذكرى وضع الدستور الياباني الحالي ."
كنت اعاني من السل في بداية العشرينات.,لقد عانيت من ال تي بي في أوائل العشرينات من العمر .
أي رسالة حقي؟,أية رسائل لي ؟
لأيقة على بدلتك.,إنه يلائم بزتك .
لو سمحت، اظن في غلط في فاتورتي. ممكن تجيكها، لو سمحت؟,معذرة ، أظن أن هناك خطأً في فاتورتي . هل يمكن أن تتحقق منه ، من فضلك ؟
أود أن أظهر أذني .,أود أن أظهر أذني .
امش سيده في هالشارع لمدة ثلاث امتار تقريباً.,سر في الاتجاه المستقيم في هذا الشارع نحو ثلاث مائة متر .
لا أصدق أنك حقا في الأربعين .,لا أصدق أنك حقا في الأربعين .
مو بعيد؟,ليس بعيدا ؟
هل تمر عبر نيو أورليانز ؟,هل تمر عبر نيو أورليانز ؟
إلى أين يا سيدي ؟,إلى أين يا سيدي ؟
أين الموقف ؟,أين الموقف ؟
أعطني الاتجاهات ، من فضلك .,أعطني الاتجاهات ، من فضلك .
تقدر تفتح لي هذا الكيس، لو سمحت؟ وش عندك هنا؟,هلا فتحت هذه الحقيبة ، من فضلك ؟ ماذا يوجد هنا .
متى آخذ هذي؟,متى آخذ هذا ؟
مرحبا. هذي بيت البراون؟,مرحباً . هل هذه عائلة براون ؟
فيه رجال صدمني، وبعدها محفظتي اختفت.,ارتطم بي شخص وبعد ذلك اكتشفت أن محفظتي قد سرقت .
هل تمانع إن جلست هنا ؟,هل تمانع إن جلست هنا ؟
أجل ، سلطة خضراء من فضلك .,أجل ، سلطة خضراء من فضلك .
اخيراً وصلت طيارتنا هونولولو.,وصلت طيارتنا أخيراًُ إلى هونولولو .
دعني أحضر حقائبك .,دعني أحضر حقائبك .
كان المنظر جميلاً حقاً .,كان المنظر جميلاً حقاً .
فينس و ليندا يبغون يكونون وحيدين، لذلك اسف اني مضطر اجلس هنا الليلة.,فينس وليندا يريدان أن يبقيا بمفرديهما ، لذا أخشى أنني لا بد أن أبقى هنا هذه الليلة .
كنت وضعت المال في مغلف خاص مزين يسمى شوجيبوكورو.,لقد وضعت المال في مظروف خاص مزين يسمى شوجيبوكورو .
ابغى أأمن هذا.,أريد التأمين على هذا .
انها مشروخة.,إنه ممزق .
اليابان بلد ممتد طوليا من الشمال إلى الجنوب .,اليابان بلد ممتد طوليا من الشمال إلى الجنوب .
أبا شيء يحفظ الورق بحجم المستند بدون ما يعفطهم.,أريد الشخص الذي يعد وثائق عادية في حجم ورقة الخطاب بدون الحاجة إلى طيهم .
ودني حق دكتور.,خذني إلى طبيب .
بغيت عصير برتقال، وكورنفليكس مع حليب وبانكيك مع عسل.,أود عصير برتقال وكورن فليكس باللبن وفطيرة محلاة بالعسل .
حلو فطيرة كرز، وقهوة، لو سمحت.,نريد فطير كرز تحلية ، وقهوة ، من فضلك .
هذي سلطة وبطاطس مهروسة.,هذه سلطة وبطاطس مهروسة .
نسيتها عندما كنت أتسوق من حوالي عشر دقائق .,نسيتها عندما كنت أتسوق من حوالي عشر دقائق .
ممكن أن ترسم لي خريطة، من فضلك؟,"هل لك أن ترسم لي خريطة , من فضلك ؟"
بغيت اتصل في اليابان على حساب الطرف الثاني. انا واتانابي قورو، غرفة مية وثلاثة وعشرين. ابغي اكلم سيد واتانابي موكوتو على الرقم ثمانية واحد اربعة خمسة ثلاث تسعات اربع واحدات على حساب الطرف الثاني.,أريد إجراء اتصال مدفوع من الطرف الآخر لليابان . أنا واتانابي جورو ، غرفة رقم واحد اثنان ثلاثة . أريد التحدث إلى السيد وتانابي ماكوتو على رقم ثمانية واحد أربعة خمسة ثلاث تسعات أربع واحدات .
احب الموسيقى الشعبية.,أنا أحب الموسيقى الفولكلورية .
بغيت كيس نوم.,أبغي سريراً صغيراً .
لا، ما هناك.,كلاً ، لا يوجد .
فقط اذا كان لك سيدي. هههه انكت معاك.,فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .
انا اجي هني عشان اشوف اوبرا صجية.,أتيت إلي هنا لكي أرى أوبرا أصيلة .
إنها بنت يابانية عمرها ثماني سنوات .,إنها بنت يابانية عمرها ثماني سنوات .
انا واجد احب الطبخ الأمريكي.,إني من محبي الأطباق الأمريكية .
يحسن بي أن اذهب .,يحسن بي أن اذهب .
اي، هذي عندنا. بنجهزه لك.,نعم لدينا هذا ، سوف نجهزها لك .
عندي مشاكل في المعدة.,لدي آلام في المعدة .
لا أعرف كيف أستخدم الهاتف ، من فضلك أرني .,لا أعرف كيف أستخدم الهاتف ، من فضلك أرني .
هي تبا تشتري لبس.,تريد أن تشتري ثوبا .
ممكن تملي هالاستمارة، لو سمحت؟,هل يمكنك أن تملأ هذه الاستمارة ، من فضلك ؟
نقدر نرتب لتنظيف غرفتك.,نستطيع أن نرتب لتنظيف غرفاتكم .
فيه منصة عرض؟,هل هناك عرض ترفيهي ليلي ؟
من فضلك ، أيقظني في السابعة من صباح غد .,من فضلك ، أيقظني في السابعة من صباح غد .
هل وصلتني إلي المدينة ؟,هل وصلتني إلي المدينة ؟
هل خذيت دواء للمعدة المضطربة؟,هل تناولت دواء لتقلبات المعدة ؟
شفت معطف ازرق؟ خليته على هذا الكرسي.,هل رأيت معطف أزرق ؟ وضعته على هذا الكرسي .
الساعة كم اجي؟,متى ينبغي أن آتي ؟
أحتاجها في الخامسة مساءاً .,أحتاجها في الخامسة مساءاً .
إن الساعة بالفعل هي الثامنة مساءاً ، فلماذا لا تزال مضيئة بالخارج هكذا ؟,إن الساعة بالفعل هي الثامنة مساءاً ، فلماذا لا تزال مضيئة بالخارج هكذا ؟
حصل لي الشرف. هذي اول مرة تجي امريكا؟,جميل أن أراك ، أيضاً . هل هذه أول مرة لك في أمريكا ؟
انا وصلت على رحلة خطوط يونايتد الجوية رقم خمسمية وثلاثة واربعين.,لقد وصلت على خطوط يانايتد إيرلاينز رحلة رقم خمسة أربعة ثلاثة .
هل ممكن اجلس بغرفتي الى الساعة ثنتين المساء؟,هل من الممكن أن أمكث في غرفتي حتى الثانية مساءً ؟
الساعة كم يفتح المحل؟,متى يفتح المتجر ؟
سأرسلها لك ، لذا من فضلك انتظر هنا .,سأرسلها لك ، لذا من فضلك انتظر هنا .
ماذا عن السيارة التي هناك ، بلايموث ؟,ماذا عن السيارة التي هناك ، بلايموث ؟
إنها لا تعمل . هل لديك واحدة إضافية ؟,إنها لا تعمل . هل لديك واحدة إضافية ؟
لو سمحت احتفظ بهذي الحقيبة في الرابطة.,من فضلك احفظ هذه الحقائب في محتجز الجمارك .
ممكن آخذ واحد؟,هل لي أن أحصل على واحدة ؟
هل ستزداد الرياح قوة بعد الظهر ؟,هل ستزداد الرياح قوة بعد الظهر ؟
ممكن تقولي فين احنا رأيحين؟,هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟
ممكن آخذ شوكة ثانية؟,هل لي بشوكة أخرى ؟
عندك عيش؟,هل لديكم أي خبز ؟
اي. ابغي استخدم الفيزا. الرقم اربعة تسعة صفر ثمانية واحد خمسة واحد اثنين ثلاثة ستة سبعة سبعة ستة صفر صفر اربعة.,نعم . أود استخدام بطاقة فيزا . الرقم هو أربعة تسعة صفر ثمانية واحد خمسة واحد اثنان ثلاثة ستة سبعة سبعة ستة صفر صفر أربعة .
بالبريد البري او البحري.,بالبريد البري .
هل سيكون يوماً لطيفاً ؟,هل سيكون يوماً لطيفاً ؟
"آسف , لقد اتصلت بالرقم الخطأ .","آسف , لقد اتصلت بالرقم الخطأ ."
ولا مرة سويتها من قبل.,لم أقم بها أبداً من قبل .
طيحت قفشتي.,لقد سقطت ملعقتي .
إلى اليمين أم الشمال ؟,إلى اليمين أم الشمال ؟
لازم اركب طيارة للوس انجلوس بكرة الصبح من وقت.,علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .
في شخص واحد بيجي بعدين.,سيأتي شخص واحد فيما بعد .
إن لونها لا يروقني على الإطلاق . هلي يمكنني إرجاعها ؟,إن لونها لا يروقني على الإطلاق . هلي يمكنني إرجاعها ؟
اوك. حاخذ اتنين بس. شكرا.,حسناً . سوف أخذ اثنين فقط . شكراً .
هدايا حق اخوياي.,هدايا لأصدقائي .
أشعر بالرغبة في الأكل أكثر من تناول الشراب ؟,أشعر بالرغبة في الأكل أكثر من تناول الشراب ؟
لقد وجهت إلي لكمة .,لقد وجهت إلي لكمة .
عندك خرائط مبسطة للمدينة؟,هل لديك أيّ خرائط بسيطة للمدينة ؟
بغيت شي خفيف.,أريد شيئاً خفيفاً .
ما عندي موعد، بس الموضوع ضروري.,ليس لدي موعد ، لكن الأمر عاجل .
بطاقة الائتمان الخاصة بي لم تخرج من ماكينة الصرف الآلية .,بطاقة الائتمان الخاصة بي لم تخرج من ماكينة الصرف الآلية .
اوكي. بالمناسبة، شنو ذي؟,وهو كذلك . على فكرة ، ما هذا ؟
اذا نسيت، يمكن تخسر حجزك.,ربما تفقد الحجز إذا نسيت .
لا بد لي من حجز طائرة الى لوس انجليس باجر الصبح في وقت مبكر.,علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .
معاك الباقي؟,هل لديك كعب ؟
شيصير اذا ما حصلوه؟,ماذا سيحدث في حالة عدم العثور عليها ؟
يصير احنا نطرشه لمكتب البريد عنك.,يمكننا أن نرسله لك إلى مكتب البريد .
هل يمكنك أن تملأ استمارة التأمين الصحي هذه ، من فضلك ؟,هل يمكنك أن تملأ استمارة التأمين الصحي هذه ، من فضلك ؟
أرغب في برطمان مُربى .,أرغب في برطمان مُربى .
هل يوجد سوق بالقرب من هنا ؟,هل يوجد سوق بالقرب من هنا ؟
من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .,من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .
ضيعت عدستي.,لقد فقدت إحدى العدسات اللاصقة .
دفعت فاتورة الفندق خلاص؟,هل دفعت فاتورة إقامتك في الفندق ؟
ممكن توريني هالخاتم؟,هل يمكن أن تريني هذا الخاتم ؟
ممكن تطلب لي اياه، لو سمحت؟,"هل لك أن تطلبها لي , من فضلك ؟"
من هني، لف يمين.,في هذا الطريق ، اتجه يميناً .
"الأجهزة الكهربائية رخيصة جداً , لكن مصاريف الأكل والسكن مرتفعة جداً .","الأجهزة الكهربائية رخيصة جداً , لكن مصاريف الأكل والسكن مرتفعة جداً ."
انا على زاوية الشارع الخامس والشارع واحد واربعين.,إنني عند ناصية الطريق خمسة والشارع واحد وأربعون .
شكثر متعب؟,كم هى متعبة ؟
جميل الفستان التي ترتدينه .,جميل الفستان التي ترتدينه .
هذا ليس تفاح لكن خوخ.,هذه ليست تفاحة ولكنها خوخة .
هل أنت أسترالي ؟,هل أنت أسترالي ؟
هذا هاروكو . خمن ماذا حدث توا . لقد كان أمراً طريفاً .,هذا هاروكو . خمن ماذا حدث توا . لقد كان أمراً طريفاً .
شنو الموديل اللي تبغيه؟,أي الموديلات تريدها ؟
لا أستطيع أن أقرر ماذا أطلب . ماذا تزكي ؟,لا أستطيع أن أقرر ماذا أطلب . ماذا تزكي ؟
سر تنازلياً في هذا الشارع إلي ثاني تقاطع .,سر تنازلياً في هذا الشارع إلي ثاني تقاطع .
هل ترى ذلك السلم ؟ إنه يؤدي إلى رصيف القطار الذاهب إلى الطريق الآخر . لكن في الحقيقة إذا كنت تريد رؤية لندن ، فإن الحافلة أحسن بكثير من مترو الأنفاق . اسلك هذا الطريق ، وسوف تجد محطة للحافلات . الحافلة رقم اثنا عشرة سوف تأخذك مباشرة إلى المتحف . أرجو لك زيارة سارة ، يا سيدي .,هل ترى ذلك السلم ؟ إنه يؤدي إلى رصيف القطار الذاهب إلى الطريق الآخر . لكن في الحقيقة إذا كنت تريد رؤية لندن ، فإن الحافلة أحسن بكثير من مترو الأنفاق . اسلك هذا الطريق ، وسوف تجد محطة للحافلات . الحافلة رقم اثنا عشرة سوف تأخذك مباشرة إلى المتحف . أرجو لك زيارة سارة ، يا سيدي .
لقد أحضرت أكثر من المسموح به .,لقد أحضرت أكثر من المسموح به .
أحب هذه الخدمة بتقديم شامبانيا للتحية بعد الإقلاع . دعني أشرب فى صحتك .,أحب هذه الخدمة بتقديم شامبانيا للتحية بعد الإقلاع . دعني أشرب فى صحتك .
"أحب زيارة متحف متروبوليتان للفنون ومركز لنكولن , أيضا .","أحب زيارة متحف متروبوليتان للفنون ومركز لنكولن , أيضا ."
لأن الصيف في اليابان عادة يكون واجد حار، وقبل ما كان عندنا كنديشنات.,لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، ولم يكن لدينا تكييف هواء قديماً .
طلع الأشياء الثمينة، من فضلك.,"أخرج متعلقاتي الثمينة , من فضلك ."
في لون ثاني؟,هل تعترض على لون آخر ؟
اوه، مادري. شرايك في ماكدولدز؟ عندنا اياه في اليابان، بس.,أوو ، لا أعرف . ماذا عن ماكدونالدز ؟ عندنا أولئك في اليابان ، لكن .
هل تستطيع أن توقف شيكاتي الشخصية ؟,هل تستطيع أن توقف شيكاتي الشخصية ؟
هو تعبان البحر بصوص خاص فوقه في صحن رز.,إنه سمك ثعبان مشوي مع مرقة خاصة فوق سلطانية من الأرز .
لحظة. ثلاث مجمعات، بعدين يسار؟,انتظر . ثلاث مربعات سكنية ثم اتجه يساراً ؟
متى ستعود ؟,متى ستعود ؟
"حتى اذا ما كنت معجب ب ""شاعر ايفون الملحمي""، لا تفوت المناطق الريفية والمواقع اللي لها علاقة فيه في دولته.","حتى ولو لم تكن معجباً كثيراً "" بالشاعر أفون الرقيق "" فلا ريب أنك تحن إلى الريف المثالي والمواقع المرتبطة بشخصه في بلاده ."
أنا مريض في المعدة.,أشعر بالغثيان .
ابغي بلسم ريفلون.,أريد بعض الغسول لإزالة كريم ريفلون .
اقدر اعطيك جواب احسن بعد كم عرض.,ربما أعطيك إجابة أفضل من تلك بعد عرضين .
أبغا ان تنظف هذه الملابس في وقت عقب من اليوم.,أريد أن أغسل ملابسي في وقت لاحق اليوم .
هل توجد وجبات في الجولة ؟,هل توجد وجبات في الجولة ؟
بس وناسة.,للمتعة فقط .
استدعي عربة إسعاف بسرعة .,استدعي عربة إسعاف بسرعة .
هل ستفحص الحقائب كل على حدة في الجمرك ؟,هل ستفحص الحقائب كل على حدة في الجمرك ؟
تقدر تشوف المبنى الأبيض، صح؟ تراه قدام داك المبنى.,يمكنك رؤية مبنى ابيض اللون ، أليس كذلك ؟ إنه أمام ذلك المبنى .
"حسناً , سأفكر في الأمر .","حسناً , سأفكر في الأمر ."
فيه جولة في المدينة؟,هل ثمة رحلة في المدينة ؟
من فضلك أخبرني إجراء الإعفاء الضريبي .,من فضلك أخبرني إجراء الإعفاء الضريبي .
شنو الأقرب لهني؟,أيهما أقرب من هنا ؟
متى تقدر تسوي له اعادة اصدار؟,متي يمكنك إعادة الإصدار ؟
فندق آمن يقدم فطور رائع، لو سمحت.,أريد فندقاً آمنا يقدم إفطاراً جيدا ، من فضلك ؟
حلو شكل الفستان هذي علي؟,هل هذا الفستان يناسبني ؟
هل لك أن تخبرني عن ميعاد وصول الحافلة إلى شارع رقم اثنين وأربعون ؟,هل لك أن تخبرني عن ميعاد وصول الحافلة إلى شارع رقم اثنين وأربعون ؟
أود شراء ستة رابطات عنق . هلا أعطتني خصماً ؟,أود شراء ستة رابطات عنق . هلا أعطتني خصماً ؟
انا باخذ دراي مارتيني. وهي تبغي عصير برتقال، لو سمحت.,سأحتسي شراب مارتيني غير حلو . وعصير برتقال لها من فضلك .
وين اقدر احصل باص لمتحف ميتروبوليتان؟,أين يمكنني أن أركب الأوتوبيس المتوجه إلى متحف ميتروبوليتان ؟
شنو أحلى فلم ينعرض الحين؟,ما أكثر الأفلام المعروضة تشويقاً ؟
ارغب في المغادرة مبكراً صباح الغد . هل أستطيع دفع فاتورتي الآن ؟,ارغب في المغادرة مبكراً صباح الغد . هل أستطيع دفع فاتورتي الآن ؟
حجزنا مقعد ليوم خمسة وعشرين اكتوبر مغادرين الساعة احدى عشر الصبح.,حجزنا مقعداً ليوم الخامس والعشرين من أكتوبر في الساعة الحادية عشر صباحاً .
أسمع أن مرض السل شائع هناك .,أسمع أن مرض السل شائع هناك .
فيني صخونة من اول امس. بلاعيمي واجد تألمني. ووايد ارجع.,أنا مصاب بالحمى منذ أول من أمس ، حلقي يؤلمني بشدة لا أستطيع بلع أي طعام .
بوك مع مائة دولار وبطاقات الائتمان اثنين.,محفظة بها مائة دولار وبطاقتان ائتمانيتان .
ايه. حقائب شخص اخر وصلت لغرفتي الان. تقدر تتأكد من الامر، لو سمحت؟,نعم . تم نقل أمتعة شخص آخر إلى غرفتي تواً . من فضلك ، هل من الممكن أن تقوم بفحصها ؟
شهالمنظر. الطريق واجد حلو.,ياله من منظر . إنها مسالك رائعة الجمال .
أفضل طريقة هي أن تعيش في بلد أجنبي .,أفضل طريقة هي أن تعيش في بلد أجنبي .
بالتأكيد. سنسعد بفعل هذا.,بكل تأكيد . سنكون سعداء لفعل هذا .
لو سمحت قلي ارخص طريقة اروح فيها لسان فرانسيسكو.,من فضلك دلني على أرخص وسيلة للذهاب إلى سان فرانسيسكو .
كان الأكل صج لذيذ.,كانت أشهى وجبة .
انتظر لحظة لو سمحت. بروح اسأله.,من فضلك انتظر لحظة . سأذهب وأسأله .
والله، رحلة الاستكشاف هذي حلوة.,حسنا ، إن رحلة الاستكشاف هذه لطيفة .
امش سيدة، وبتحصله على اليسار.,سر في خط مستقيم ، وستجدها إلى يسارك .
المفتاح الذي يفتح كل الأبواب ، من فضلك .,المفتاح الذي يفتح كل الأبواب ، من فضلك .
هل لديك خيارات مفضلة في المقاعد ؟,هل لديك خيارات مفضلة في المقاعد ؟
ميزة هذا الرواق أننا نستطيع منه مشاهدة المسرح كله .,ميزة هذا الرواق أننا نستطيع منه مشاهدة المسرح كله .
هل يمكنكم صرف الشيك ذو المائتي دولار الخاص بي ؟,هل يمكنكم صرف الشيك ذو المائتي دولار الخاص بي ؟
حسن . أراك في الجوار .,حسن . أراك في الجوار .
ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .,ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .
هلا أقفلت المكيف ؟,هلا أقفلت المكيف ؟
شرايك في هالطيارة الورقية المصنوعة في اسكتلندا؟,ما رأيك في هذه الطائرة الورقية المصنوعة في اسكتلندا ؟
"نحن لدينا بالفعل الوصلات و القوابس الكهربائية التي تستخدم في بلدنا , و لكن ليس لدينا محولات كهربية . أنا اقترح عليك أن تذهب إلى أحد المحلات التي تتعامل مع المستلزمات السياحية .","نحن لدينا بالفعل الوصلات و القوابس الكهربائية التي تستخدم في بلدنا , و لكن ليس لدينا محولات كهربية . أنا اقترح عليك أن تذهب إلى أحد المحلات التي تتعامل مع المستلزمات السياحية ."
بطلع في وقت مبكر باجر، ابغا أدفع الآن.,سأغادر باكراً غداً ، لذلك أود أن أدفع الآن .
في محطة مترو قريب؟,هل توجد محطة مترو أنفاق قريباً من هنا ؟
احس زين.,أشعر بتحسن .
ليس هناك صابون في حجرتي .,ليس هناك صابون في حجرتي .
أربعون دولارا في اليوم بالإضافة إلى ثمانية سنتات لكل ميل.,أربعون دولار يومياً ، بالإضافة إلى ثمانية سنت لكل ميل .
ممكن تنادي رئيس الخدمة، لو سمحت؟,هلا ناديت كبير النادلين ، من فضلك ؟
خل كل واحد يدفع حق روحه.,فليدفع كل منا لنفسه .
هل لي أن أقلها ؟,هل لي أن أقلها ؟
هذه حزمة على سبيل العينية ، هل هذا يناسبك ؟,هذه حزمة على سبيل العينية ، هل هذا يناسبك ؟
أي خط لميدان ماديسون ؟,أي خط لميدان ماديسون ؟
انا من روسيا.,أنا من روسيا .
وين اقدر احصل على السوبر ماركت؟,أين يمكنني أن أجد سوبر ماركت ؟
من فضلك توقف عند المدخل الرئيسي للفندق .,من فضلك توقف عند المدخل الرئيسي للفندق .
وكي. لازم اسوي فوكس؟,حسناً . هل يجب أن أقوم بتركيزها ؟
عطني شريحة لحم خنزير، بس ما متينه نفس ذيج.,أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .
ما هو المشكلة الرئيسية في هذا المحيط ؟,ما هو المشكلة الرئيسية في هذا المحيط ؟
ما هو السعر الذي تفكر فيه ؟,ما هو السعر الذي تفكر فيه ؟
بغيت سوارة.,أريد سوار سلسلة .
بنوصل قبل الوقت بنص ساعة.,سوف نصل قبل الميعاد المحدد بثلاثين دقيقة .
هذي نسخة من تذكرتي.,هاهي صورة ضوئية من تذكرتي .
عندك سيارة سكانها يمين؟,هل عندكم أية سيارات ذات مقود ناحية اليمين ؟
اقوم الساعة ست كل يوم.,أستيقظ في تمام السادسة كل يوم .
أريد استرجاع أشيائي القيمة من فضلك .,أريد استرجاع أشيائي القيمة من فضلك .
شنو احسن مكان ازوره مع حبيبي؟,أين أفضل مكان يمكنني زيارته مع صديقي ؟
احتياط، عطني رقم الشخص المسؤول.,لقط للتأكيد ، إعطني رقم المسئول .
ما الذي ذهب بها إلى هناك ؟,ما الذي ذهب بها إلى هناك ؟
سيارتي موقفة.,لقد تعطلت سيارتي .
ممكن اجرب؟,هل يمكنني أن أحاول ؟
أين البضائع المعلبة ؟,أين البضائع المعلبة ؟
لا، هذي بدون الضرائب و رسوم الخدمة.,لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .
ما هو الآيس كريم الذي تزكيه ؟,ما هو الآيس كريم الذي تزكيه ؟
لازم احول ل أي دبليو واحد صفر صفر. ممكن؟,يجب أن أنتقل إلى عربة مكيفة واحد صفر صفر . هل هذا ممكن ؟
طحت وشمخت ركبتي بقوة.,سقطت وجرحت ركبتي .
بالتأكيد . ما هو ؟,بالتأكيد . ما هو ؟
بغيت سماعات.,أريد بعض مكبرات الصوت .
هل حدثت لديكم أية حالات سابقة من الحساسية ؟,هل حدثت لديكم أية حالات سابقة من الحساسية ؟
هل أستطيع أن أقوم بجولة الآن ؟,هل أستطيع أن أقوم بجولة الآن ؟
أريد مقعد أمامي .,أريد مقعد أمامي .
ابغى كابل للتصوير عن بعد.,أود إرسال برقية لاسلكية .
كم مدة الانقباضات الحين؟,كم تستمر التقطعات الآن ؟
بتم في فندق، بس ما عندي حجز للحين.,سأقيم في فندق ، ولكني لم أحجز بعد .
انا مستعجل. ابغيك تكلم تكسي الحين.,إنني مستعجل . أريد أن أتصل بتاكسي الآن .
ارني ذلك . من فضلك .,ارني ذلك . من فضلك .
ابغي شعري شوي اطول من ورا.,أريد أن يكون شعري خلف رأسي أطول قليلاً .
 السيدة ذات الرداء الأحمر  عبارة عن شمبانيا مكونة أساساً من كوكتيل فراولة وهو منعش جداً ., السيدة ذات الرداء الأحمر  عبارة عن شمبانيا مكونة أساساً من كوكتيل فراولة وهو منعش جداً .
