0,1
إنت اخر واحد في الصف؟,هل أنت الأخير في هذا الصف ؟
عندي عجلة عايزة تتنفخ.,عندي إطار فارغ من الهواء .
أخليه يتصل بيك لما يجي؟,هل أجعله يعاود الاتصال بك عندما يعود ؟
ممكن تديني مسكن؟,هل ستعطني مسكن للآلام ؟
سعر رائع، مش كدة؟,سعر رائع ، أليس كذلك ؟
من فضلك خذ حقيبتي .,من فضلك خذ حقيبتي .
إحنا واحد من أعلى موردين الكمبيوترات الصغيرة.,نحن من أكبر موردي أجهزة الميكروكومبيوتر .
هربوا بالعقد اللولي وحاجات تانية قيمة.,لقد هربوا و معهم عقد من اللؤلؤ و أشياء أخرى ثمينة .
هلا أخبرتني كيف الطريق إلى مكتب البريد ؟,هلا أخبرتني كيف الطريق إلى مكتب البريد ؟
اعتقد أننا نستطيع الحصول لك على مائدة خلال حوالي خمسة عشرة دقيقة .,اعتقد أننا نستطيع الحصول لك على مائدة خلال حوالي خمسة عشرة دقيقة .
الكرسي بتاعي مكسور. مش هاينزل لتحت.,كسر مقعدي . فهو لا يهبط .
لا تبدوا أكثر من إحدى وعشرون سنة من العمر .,لا تبدوا أكثر من إحدى وعشرون سنة من العمر .
إنه مكان جيد لتناول الوجبات الخفيفة ، أليس كذلك ؟,إنه مكان جيد لتناول الوجبات الخفيفة ، أليس كذلك ؟
أقف عند التقاطع اللى جاى.,توقف عند التقاطع القادم .
لازم نتجمع تاني قريب .,سنضطر أن نجتمع معاً مرة أخرى قريباً .
باين عليه كويس.,هذا طيب ، على ما يبدو .
حاديلك روشتة . خدها للصيدلية .,سوف أعطيك روشتة . خذها إلى الصيدلية .
هذا الحساء ساخن جداً .,هذا الحساء ساخن جداً .
إيه الأوراق الضرورية للعملية؟,ما هي الأوراق الضرورية لإقامة دعوى قضائية ؟
كانت بتسوق بسرعة .,كانت متجاوزة السرعة المحددة .
الميه هنا ينفع تنشرب؟,هل من المأمون شرب الماء الذي هنا ؟
ممكن أخد حاجتى؟,هل يمكن أن أستعيد متعلقات ؟
هل هذا هو الطريق الصحيح إلى المحطة المركزية ؟,هل هذا هو الطريق الصحيح إلى المحطة المركزية ؟
أنا في عمل .,أنا في عمل .
عايز فوطة لو سمحت .,من فضلك أحضر لي منشفة ؟
أنا بحبه.,أحبه فعلاً .
هل هذه خاصية خاصة بهذا الحي ؟,هل هذه خاصية خاصة بهذا الحي ؟
الفارق الكبير هو الإحساس بالفراغ .,الفارق الكبير هو الإحساس بالفراغ .
لأ . ان تامورا .,كلاُ ، هذا تامورا .
عايز رقم تليفون شركة طيران يونايتد، إذا سمحت .,أريد رقم شركة يونايتيد إيرلاينز ، من فضلك .
ابقى على الخط مفتوحا ، من فضلك ؟,ابقى على الخط مفتوحا ، من فضلك ؟
نسميها جبل ب . إنها حوالي عشرين ميلاً من هنا .,نسميها جبل ب . إنها حوالي عشرين ميلاً من هنا .
ممكن تقولي ازاي استعمل مضخة البنزين؟,هل يمكنك أن تخبرني كيف أستخدم مضخة الغاز ؟
إحنا عايزين نروح جبل جروس نتزحلق عالجليد. إنت رتبت مواصلات؟,نود أن نذهب إلى جبل جروس للتزلج . هل من الممكن أن تجهز وسيلة انتقال ؟
من فضلك اتركهم بالخارج .,من فضلك اتركهم بالخارج .
عاوز نسخة من تقرير السرقة.,أريد نسخة من تقرير السرقة .
بالظبط، أربعة سبعة واحد تسعة أربعة زيرو تلاتة.,بالتأكيد إنه أربعة سبعة واحد تسعة أربعة صفر .
ممكن أأجر عجلة؟,هل أستطيع استئجار دراجة ؟
دة لإيه؟,ما الغرض منها ؟
ممكن تبلغني أول ما تصلحه؟,هل من المكن إعلامي بمجرد إصلاحها ؟
هل تسكن هنا ؟,هل تسكن هنا ؟
أوه يا عزيزي . لم أدرك أنني لازلت لدي هذه الأشياء .,أوه يا عزيزي . لم أدرك أنني لازلت لدي هذه الأشياء .
يا له من يوم بهيج .,يا له من يوم بهيج .
أيه رقم البوابة؟,ما رقم البوابة ؟
لم يسبب هذا مشاكل على الإطلاق .,لم يسبب هذا مشاكل على الإطلاق .
بعدين، انا حأدفع فيه بالدولار و بالين .,هكذا ، سأدفع ثمنها بالدولار والين .
سبعون دولارا .,سبعون دولارا .
فقدت حقيبتي .,فقدت حقيبتي .
دى بقشيش عشانك.,"ها هو البقشيش , من أجلك ."
شنطي وزنها تقيل . ممكن تساعدني؟,حقائبي ثقيلة جدا . هل يمكن أن تساعدني ؟
هل لديكم سلطة خضراء ؟,هل لديكم سلطة خضراء ؟
أيهما تدوم أكثر ؟,أيهما تدوم أكثر ؟
أين يمكنني أداء الإجراءات الرسمية ؟,أين يمكنني أداء الإجراءات الرسمية ؟
البيت ده شكله مريح في العيشة فيه، مش كدة؟,"هذا البيت يبدو مريحا للمعيشة فيه , أليس كذلك ؟"
سأعود بعد قليل .,سأعود بعد قليل .
اتجه يسارا عند الناصية الثالثة .,اتجه يسارا عند الناصية الثالثة .
معاك تذكرة عودة؟,هل معك تذكرة عودة ؟
ودلوقتي . ممكن تديني فلوس عشان اشتري شويه حاجات مهمه.,في الوقت الحالي . هل تستطيع أن تعطيني بعض النقود حتى أستطيع شراء بعض الأشياء الضرورية .
لقد كسرت الزهرية بسبيل الخطأ .,لقد كسرت الزهرية بسبيل الخطأ .
ممكن أساعدك تلاقي حاجة؟,أيمكنني مساعدتك في العثور على شيء ؟
من فضلك ، أحضر لي وسادة .,من فضلك ، أحضر لي وسادة .
يجب علينا أن نحسن استغلال هذا الشيء .,يجب علينا أن نحسن استغلال هذا الشيء .
"أريد شريط للآلة الكاتبة , من فضلك .","أريد شريط للآلة الكاتبة , من فضلك ."
ممكن اخد حاجات من صندوق الامانات بتاعي؟,هل يمكن أن آخذ متعلقاتي من خزينة الإيداع الخاصة بي ؟
مفيش تلج.,لا يوجد ثلج .
وديني نص البلد، من فضلك .,أذهب بي إلى وسط المدينة ، من فضلك .
أعتقد أنني لمست بعض المرجان السامّ .,أعتقد أنني لمست بعض المرجان السامّ .
محفظتي اتسرقت هى و الباسبور .,سُرقت محفظتي وجواز سفري .
مرحبا . هل هذه هي السيدة أونو ؟,مرحبا . هل هذه هي السيدة أونو ؟
العشاء بقى جاهز؟ انا ميت مالجوع . ممكن تجهز ترابيزة الاكل؟,هل أعد طعام العشاء . إنني أتضور جوعاً . هلا أعددت المائدة ؟
هل تمانع في أن يحصل عليه شخص آخر نيابة عنّي ؟,هل تمانع في أن يحصل عليه شخص آخر نيابة عنّي ؟
من الصبح.,منذ هذا الصباح .
إلى متي سيظل مفتوحاً اليوم ؟,إلى متي سيظل مفتوحاً اليوم ؟
ما هو الدواء الجيد لعينى المتعبتين ؟,ما هو الدواء الجيد لعينى المتعبتين ؟
مامعيش فلوس كاش كفاية، فحأدفع بالكريديت كارد .,ليس معي ما يكفي نقداً ، ولذلك سأدفع عن طريق البطاقة الائتمانية .
هل لنا أن ننعم بهذا النعيم وتشبع أنفسنا في هذا المطعم من الدرجة الأولى ؟,هل لنا أن ننعم بهذا النعيم وتشبع أنفسنا في هذا المطعم من الدرجة الأولى ؟
هل لي أن أجد ورقة أو شيء ما ؟,هل لي أن أجد ورقة أو شيء ما ؟
ايه الوزن؟,ما هو الوزن ؟
عايز قلم حبر، لو سمحت.,أريد قلم حبر من فضلك .
كنت بفكر آخد الكورس دة الترم الجاى.,كنت أفكر في الحصول على هذه الدورة في فترة نصف العام المقبلة .
ما الوقت الآن في طوكيو ؟,ما الوقت الآن في طوكيو ؟
هل يوجد مباراة كرة قدم نهاية هذا الأسبوع ؟,هل يوجد مباراة كرة قدم نهاية هذا الأسبوع ؟
هل تناولت هذا من قبل ؟,هل تناولت هذا من قبل ؟
اكتر من علبه سجاير في اليوم .,أكثر من علبة سجائر في اليوم .
افتحلي فتحه تانيه، من فضلك .,افتح حفرة إضافية ، من فضلك .
ممكن تحجزلي أوضة؟,هل لك أن تحجز لي غرفة ؟
هل يمكنني أن أعوم هنا ؟,هل يمكنني أن أعوم هنا ؟
الحجز الساعة سبعة، باسم مانوي.,الحجوزات في السابعة ، تحت اسم مانو .
بيتقال ان تاريخ الامة، تقاليدها و أعرافها حتلاقيها في الاعياد الوطنية .,يقال إن تاريخ وتقاليد وثقافة أمة ما تبدو في عطلاتها القومية .
نعم ، لدينا حجز لك .,نعم ، لدينا حجز لك .
ما هي أجود الأحذية التي لديك ؟,ما هي أجود الأحذية التي لديك ؟
ممكن تديني تاريخ وأرقام الرحلات؟,هل أعطيتني التاريخ وأرقام الرحلات الجوية ؟
شكله إيه؟,كيف يبدو هذا ؟
"ديه ""ت"" زى توم، أيوه عندي ده، يا تارو .","حرف "" ت "" "" كما في توم ، نعم ها هي لدي هنا ، تارو ."
معي ألف دولار نقداً .,معي ألف دولار نقداً .
عندك جزم رسمية بوش عريض؟,هل ستواجهني أية صعوبات في الجمارك ؟
هل هناك مقاعد لهذه الليلة ؟,هل هناك مقاعد لهذه الليلة ؟
هل يمكنك الاتصال بي إذا عثرت على حقائبي ؟,هل يمكنك الاتصال بي إذا عثرت على حقائبي ؟
هون عليك . حاول أن تتذكر .,هون عليك . حاول أن تتذكر .
هل أنت من هنا ؟,هل أنت من هنا ؟
حسنا . هذا سيئ للغاية . والآن ، ماذا عن هذه التي تشير إلى عملية بسيطة ؟ ما عليك سوى أن تضع خرطوشة الفيلم هنا وتضغط علي باب الغلق .,حسنا . هذا سيئ للغاية . والآن ، ماذا عن هذه التي تشير إلى عملية بسيطة ؟ ما عليك سوى أن تضع خرطوشة الفيلم هنا وتضغط علي باب الغلق .
اسمك من فضلك .,اسمك من فضلك .
هل هذا قطار سريع ؟,هل هذا قطار سريع ؟
أهه ، هيا . دولارين فقط .,أهه ، هيا . دولارين فقط .
عايش لوحدك؟,هل تعيش بمفردك ؟
دة معناه إن الفيلم ممكن ميكونش مناسب للأطفال تحت الخمستاشر. بالتالى الآباء محتاجين يفكروا لو هيسمحوا للأطفال يشوفوا الفيلم.,هذا يعني أن الفيلم ربما يكون غير مناسباً للأطفال تحت سن الخامسة عشر . لذلك فإن الآباء بحاجة إلى الأخذ بعين الاعتبار إذا ما كانوا سيدعون الأطفال يشاهدون الفيلم .
هل العداد يعمل ؟,هل العداد يعمل ؟
هل يمكنك أن تخبرني كيف يمكنني الوصول لمدينة سان فرانسيسكو ؟,هل يمكنك أن تخبرني كيف يمكنني الوصول لمدينة سان فرانسيسكو ؟
لأ، ديه مش الكاميرا بتاعتي .,لا ، ليست كاميرتي .
حاسس معدتي تعباني.,أشعر بمرضي في معدتي .
لو كان معك ما اضطررت لأن تدفع الأجرة مرة أخرى . عندما تأخذ الحافلة رقم أربعة وأربعين .,لو كان معك ما اضطررت لأن تدفع الأجرة مرة أخرى . عندما تأخذ الحافلة رقم أربعة وأربعين .
لأ، من فضلك هاته في تلاتين دقيقة .,لا ، من فضلك أحضرها خلال ثلاثين دقيقة .
انا عندي واحد اصغر بنفس التصميم.,لدي واحدة صغيرة من نفس التصميم .
جميل . انا الكرسي بتاعي جنب الشباك. اوه، لو عايزه تبدلي الكراسي بعدين، يا انسة.,"عظيم . لدي مقعد بجوار النافذة . آه ، إذا كنت ترغبين في تبادل المقاعد بعد ذلك , يا آنسة ."
منذ أمس .,منذ أمس .
إحنا اسرتنا أربع أفراد، بابا وماما، أختي الأصغر مني وأنا.,معنا أسرة من أربعة أفراد بما فيهم والداي وأختي الصغرى وأنا .
انا فعلا بأحبه .,أحبه فعلاً .
كم مرة بيعدي اتوبيس رقم تسعة؟,كم مرة تمر الحافلة رقم تسعة ؟
دة كويس، لو سمحت تمضيهم. تحبه يكون إزاى؟,"هذا جيد , من فضلك وقع عليهم . كيف تريدها ؟"
اقتراحه قبل .,اقتراحه قبل .
موظف تليفون بيتكلم يابانى، لو سمحت.,أريد عامل تشغيل يتحدث اليابانية من فضلك .
كنت عايز أحط حاجتى الغالية فى خزنة الفندق.,أريد إيداع مقتنياتي الثمينة في خزينة الفندق .
تعرف اى حاجه عن شنطتي؟,هل صادف أن عرفت أي شيء بشأن حقيبة سفري ؟
الجو معتدل .,المناخ معتدل .
ممكن تنزللي شنطي، إذا سمحت؟,هل يمكنك تنزيل حقائبي ، من فضلك ؟
دفعت كل فاتورتي .,دفعت كل فاتورتي .
الثاني و الثلاثين من نوفمبر هو يوم الشكر العمالي .,الثاني و الثلاثين من نوفمبر هو يوم الشكر العمالي .
هو منحدر ده للمبتدئين؟,هل هذا المنحدر للمبتدئين ؟
أرغب في حقيبة مستحضرات تجميل .,أرغب في حقيبة مستحضرات تجميل .
هل يمكن أن أذهب مرتديا الجينز وحذاء برباط ؟,هل يمكن أن أذهب مرتديا الجينز وحذاء برباط ؟
عاوز أقعد فى الاوضة دى لليلة تانية زيادة.,أود الإقامة بهذه الغرفة ليلة واحدة أخرى .
يبدو أنني لا يسعني الاستمرار مع زميلي في الغرفة . إنه دائم التدخين . لا يسعني تحمل ذلك .,يبدو أنني لا يسعني الاستمرار مع زميلي في الغرفة . إنه دائم التدخين . لا يسعني تحمل ذلك .
هل سيحاسب كل واحد منا على مشروباته منفردا ؟,هل سيحاسب كل واحد منا على مشروباته منفردا ؟
من تلاتين ألف ين.,من ثلاثين ألف ين .
عاوز ألياف صناعية.,أريد بعض الألياف الصناعية .
أنا كينجى.,أنا كينجي .
متهيألي ان ده كرسيا .,أعتقد أن هذا مقعدي .
درجة أولى سيدات، لو سمحت. بكام النص يوم؟,خاص بالنساء ، من فضلك . كم ثمن نصف يوم ؟
عدي الشارع و امشي علطول لحد ما توصل للتقاطع التاني . فندق كى ورا التقاطع ده .,أعبر الشارع هناك وامشي للأمام حتى تأتي إلى التقاطع الثاني . فندق كيه خلف التقاطع .
ها هي ذي حقائبك .,ها هي ذي حقائبك .
"بالرغم من أنني أحب التمبورا , و لكنني لا آكل كثير من ال سوشي . غالبية الناس غير معتادين على أكل السمك النيئ .","بالرغم من أنني أحب التمبورا , و لكنني لا آكل كثير من ال سوشي . غالبية الناس غير معتادين على أكل السمك النيئ ."
لأ، مافيش .,كلاً ، لا يوجد .
هل يمكن أن أرى هذا ؟,هل يمكن أن أرى هذا ؟
أتريد قهوة أم شاياً بعد الوجبة .,أتريد قهوة أم شاياً بعد الوجبة .
الآنسة يوشي ساوا . الرقم هو ثلاثة أربعة خمسة ستة سبعة ثمانية تسعة صفر .,الآنسة يوشي ساوا . الرقم هو ثلاثة أربعة خمسة ستة سبعة ثمانية تسعة صفر .
لدينا هذا المنتج الجديد المصمم للنساء العاملات .,لدينا هذا المنتج الجديد المصمم للنساء العاملات .
لازم الحق طيارة لوس أنجلوس بكرة الصبح بدري .,علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .
أيه أخبار دنيتك اليومين دول؟,كيف حال اللعب معك هذه الأيام ؟
الطيارة حتوصل متأخرة بسبب عاصفة ثلجية .,وصلت الطائرة متأخرة بسبب الثلج الكثيف .
روب اليوكاتا و جاكيت هابي هدايا تذكارية مشهورة في اليابان للأغراب .,الياكاتا والهابي هما تذكاران يابانيان شعبيان للأجانب .
النهاردة رايح متحف اللوفر و امبارح رحت كاتدرائيه نوتردام .,"بالأمس قد ذهبت إلى كاتدرائية "" نوتردام "" , واليوم سوف اذهب إلى متحف اللوفر ."
طيب، أنا بافضل البرفيوم اللي مايبقاش كأنه مسكر أوي.,حسنا ، أفضل عطراً ليس فائح الرائحة جدا .
تمام، من فضلك اكتب البيانات هنا . شنطه واحد بس؟,حسنا ، من فضلك ضع هذه البيانات هنا . هل كانت حقيبة واحدة ؟
اديهاني . ده كل اللي عندك؟,سلّمها ، هل هذا كل ما لديك ؟
ده كان رائع قوي .,كان هذا ساحراً .
للأسف إنت جيت التربيزة الغلط.,أخشى أنك أتيت إلى المائدة الخطأ .
أنا محصور في زحام المرور ، ولا أعتقد أنني سأتمكن من العودة في الموعد .,أنا محصور في زحام المرور ، ولا أعتقد أنني سأتمكن من العودة في الموعد .
أنا وقعت الشوكة بتاعتى. لو سمحت هات واحدة تانية.,وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .
عايزة قزازة نص أوقية من شانيل خمسة، إذا سمحت .,نصف أوقية من شانيل رقم خمسة من فضلك .
أين ذهب اسمي ؟,أين ذهب اسمي ؟
لأ، انت رايح في الاتجاة العكسي، لازم ترجع .,لا ، أنت تذهب فى الاتجاه الخاطئ . عليك أن ترجع للوراء .
ده مش كوبون، ده وصل التسجيل .,هذا ليس كوبون إنه إيصال تسجيل .
راجل كان طويل والراجل التاني كان قصير.,أحد الرجلين كان طويلاً والآخر كان قصيراً .
الكعب عالى جدا.,الكعب مرتفع جداً .
من فضلك أرسل هذه كأمتعة لا يرافقها صاحبها .,من فضلك أرسل هذه كأمتعة لا يرافقها صاحبها .
بما أنني غير ماهر باستخدام الكاميرا . فأنا أعتقد أن كاميرا سهلة الاستعمال ربما تكون الأفضل لي .,بما أنني غير ماهر باستخدام الكاميرا . فأنا أعتقد أن كاميرا سهلة الاستعمال ربما تكون الأفضل لي .
إنها تثير الحكة في هذا الموضع .,إنها تثير الحكة في هذا الموضع .
إسم الرسام إيه؟,ما هو اسم الرسام ؟
حسناً . سأطلب نبيذ تشابليس . وأنت ، يا جين ؟,حسناً . سأطلب نبيذ تشابليس . وأنت ، يا جين ؟
ده مترتب الساعة تمانية ونص بليل بالتوقيت المحلي.,موعده المقرر هو الثامنة والنصف مساءْ بالتوقيت المحلي .
عايز لعبة تنفع لبنت عندها خمس سنين .,أريد لعبة لبنت عمرها خمس سنوات .
اتبعني .,اتبعني .
املا عادي، لو سمحت.,أكمل بالعادي ، من فضلك .
بتبدلو ين ياباني هنا؟,هل يمكن أن تبدلوا الين الياباني هنا ؟
ياه، ده حلو أوي. لازم أعمل إيه؟,آه ، هذا جميل . ماذا علي أن أصنع ؟
عايز أأجر مرشد بيتكلم ياباني لمده نص يوم .,أريد استئجار مرشد يتحدث اليابانية لمدة نصف يوم .
أنا آسف لإزعاجك ، ولكن لطفاً ساعدني .,أنا آسف لإزعاجك ، ولكن لطفاً ساعدني .
لا ، شكراً . لقد كنت أتفرج فقط .,لا ، شكراً . لقد كنت أتفرج فقط .
حوالي بكام الخدة دي؟,ما هي تكلفة الخدمة تقريبا ؟
لقد فقدت حقيبة سفري .,لقد فقدت حقيبة سفري .
ايوه، دول فريق شباب كويس قوي، و فريق الدودجرز بيتقوى، كمان .,حسناً ، إنهم فريق شبابي رائع ، وفريق الدودجرز قادمون بقوة أيضاً .
عايز اروح بالمركب، بس شكل الكباين ايه؟,أبغي الذهاب بحرا ، ً لكن كيف حال الكبائن ؟
استوف بيانات هذه الاستمارة من فضلك ثم أعدها بالفاكس إليه .,استوف بيانات هذه الاستمارة من فضلك ثم أعدها بالفاكس إليه .
أعذرني . احنا سألنا تلات مرات على مشروباتنا .,معذرة ، لقد طلبنا ثلاث مرات لإحضار مشروباتنا .
ما النمط الذي في مخيلتك ؟,ما النمط الذي في مخيلتك ؟
إنت أسترالي؟,هل أنت أسترالي ؟
طيب، يلا بينا. أنا هساعدك فى الواجب بتاعك بعد ما نأكل شوية بيتزا.,حسنا ، هيا نذهب . أستطيع مساعدتك في واجبك المنزلي بعد أن نتناول بعض البيتزا .
خمسون سنتاً للكلمة . إنه أغلى مما توقعت .,خمسون سنتاً للكلمة . إنه أغلى مما توقعت .
كيف أضعها ؟ من المهم جداً أن تكون هناك .,كيف أضعها ؟ من المهم جداً أن تكون هناك .
هل يمكن أن أتصل بفرنسا مباشرة من هنا ؟,هل يمكن أن أتصل بفرنسا مباشرة من هنا ؟
أين رسومات مونيت ؟,أين رسومات مونيت ؟
حسناً . لماذا لا تتحقق من غرفة الحمامات أولاً ؟ سأتحقق وأري إذا ما كانت في المطعم .,حسناً . لماذا لا تتحقق من غرفة الحمامات أولاً ؟ سأتحقق وأري إذا ما كانت في المطعم .
عايز اطلع رحلة بحرية .,أريد القيام برحلة نهرية .
إمتى حتتحول لبنكي؟,متى سيتم تحويلها إلى مصرفي ؟
أنا معايا إزازة نبيت رز ياباني.,لدي زجاجة نبيذ أرز ياباني .
أود تقصيره ببوصة واحدة من هذه المنطقة .,أود تقصيره ببوصة واحدة من هذه المنطقة .
أعتقد أنها فكرة طيبة . رأي دائما هو أن المتاحف هي أفضل ما يمكن البدء به للتعرف على بلد ما . حسنا ، إلى أين يجب أن نذهب ؟ لقد سمعت أنه يوجد معرض رائع للهنود الأمريكيين في متحف المقاطعة .,أعتقد أنها فكرة طيبة . رأي دائما هو أن المتاحف هي أفضل ما يمكن البدء به للتعرف على بلد ما . حسنا ، إلى أين يجب أن نذهب ؟ لقد سمعت أنه يوجد معرض رائع للهنود الأمريكيين في متحف المقاطعة .
من أين يمكنني الحصول على التذكرة ؟,من أين يمكنني الحصول على التذكرة ؟
أحضر لي زجاجة صغيرة من المياه المعدنية المثلجة ، من فضلك .,أحضر لي زجاجة صغيرة من المياه المعدنية المثلجة ، من فضلك .
من فضلك دلني على أرخص وسيلة للذهاب إلى سان فرانسيسكو .,من فضلك دلني على أرخص وسيلة للذهاب إلى سان فرانسيسكو .
مش فاهم شرحك.,لا أفهم شرحك .
أريد لحم خنزير مشوي .,أريد لحم خنزير مشوي .
إنت اسكتلندي؟,هل أنت اسكتلندي ؟
أين يسعني أن أحجز في الفنادق ؟,أين يسعني أن أحجز في الفنادق ؟
ما هي درجة الحرارة الآن ؟,ما هي درجة الحرارة الآن ؟
انا مشغول في تطوير منتجات جديدة .,لقد انخرطت في تطوير منتجات جديدة .
أجل ، يوجد . ها هو القطار قادم . أتمنى لك يوماً طيباً .,أجل ، يوجد . ها هو القطار قادم . أتمنى لك يوماً طيباً .
في حمام في المحطة.,في غرفة انتظار بالمحطة .
وهو كذلك ، الغرفة اثنان صفر ثلاثة . ها هو ذا المفتاح .,وهو كذلك ، الغرفة اثنان صفر ثلاثة . ها هو ذا المفتاح .
لأ، بس شكرا. أنا أحسن.,لا ، ولكن شكراً لك . إنني أشعر بتحسن .
فين أقرب محل خياطة؟,أين أقرب حائك للفساتين ؟
تمام، وبعدين، ممكن نخرج سوا .,"حسناً ، إذن , ربما سننسجم مع بعضنا ."
هل ثمة محل هدايا تذكارية بالقرب من هذا المكان .,هل ثمة محل هدايا تذكارية بالقرب من هذا المكان .
كلها أغراض شخصية .,كلها أغراض شخصية .
المصرف الدولي.,صرافة دولية .
هي حترجع في أنهي وقت؟,متى ستعود ؟
أرني بعض القفازات الجلدية من فضلك .,أرني بعض القفازات الجلدية من فضلك .
هل يوجد هنا محل فيراجامو ؟,هل يوجد هنا محل فيراجامو ؟
ده مش مهم يافندم. إحنا هاتظبط ده وانت بتعمل تشك إن. وقت التشك إن من اتنين ونص بعد الضهر، بس إحنا ممكن نخليلك الشنط لو حبيت تعمل جولة سياحية قبل كده.,هذا ليس ضروريا سيدي . سنهتم بهذا عند قيامك بتسجيل الدخول . يبدأ تسجيل الدخول من الثانية والنصف بعد الظهر ، لكن يمكننا الاحتفاظ بحقائبك إذا كنت تريد مشاهدة بعض المعالم قبل ذلك .
أربع ليالى.,أربع ليالي .
كتافي متشنجة شويه، مش كده؟,كتفي كانا مشدودان ، أليس كذلك ؟
هل لي بدليل سياحي ؟,هل لي بدليل سياحي ؟
فين مكتب اتوبيسات جريهوند؟,"أين يوجد مكتب "" جري هاوند "" ؟"
عندنا قوة دفاع ذاتي .,لدينا قوات حماية ذاتية .
توجد بعض الأمواج العاتية اليوم .,توجد بعض الأمواج العاتية اليوم .
هل لديك أفلام جنسية ؟,هل لديك أفلام جنسية ؟
آسف ، علي أن أفعل ذلك . ويجب أن أطلب مكتب لتأجير السيارات .,آسف ، علي أن أفعل ذلك . ويجب أن أطلب مكتب لتأجير السيارات .
لا مؤاخذة . ممكن تقولي أمتى حتفتحو؟,معذرة . هل يمكن أن تقول لي متى تفتحون ؟
فين الاى شادو؟,أين مظلل العيون ؟
ليس هذا ما طلبت .,ليس هذا ما طلبت .
ايوه . .لو سمحت . اسمي كوروساوا . .لحد امتى حتفضل التذكرة بتاعتي مقبولة؟,نعم من فضلك . اسمي كيروساوا . حتى متى يمكنك أن تحتفظ بتذكرتي ؟
كويس اني اخد طيارة زي ديه؟,هل من المناسب أن استقل رحلة مثل تلك ؟
اوكي. اتفضل.,حسنا . ابدأ .
أريد خمسين جراماً من شرائح اللحم هذه ، من فضلك .,أريد خمسين جراماً من شرائح اللحم هذه ، من فضلك .
أنا لازم أدفع للبنزين؟,هل مطلوب منى دفع ثمن الغاز ؟
هو فيه خدمة أتوبيسات لمتحف فورد؟,هل توجد خدمة نقل بالحافلات إلى متحف فورد ؟
انا مش باكل ديه .,لم آكل هذا .
عاوز اشوف ماتش كرة قدم محترفين . منين أقدر أشتري تذكرة ؟,أود مشاهدة مباراة كرة قدم ذات مستوي فني . من أين يمكنني شراء تذكرة ؟
هل يجب أن ارتدي ثيابا رسمية ؟,هل يجب أن ارتدي ثيابا رسمية ؟
عشرة دولار هتكفى بالتاكسى؟,هل عشرة دولارات ستكون كافية للذهب بالتاكسي ؟
من فضلك أحضر لي الإفطار في غرفتي .,من فضلك أحضر لي الإفطار في غرفتي .
سوف أخذ قهوة باللبن .,سوف أخذ قهوة باللبن .
كان وقت طويل وكان بطيئ جدا.,كان بالغ الطول والبطء .
ايوه، انت صح في وسط الطريق الخامس . تحب تروح فين؟,نعم ، أنت في منتصف فيفث أفينيو تماماً . أين تريد أن تذهب ؟
لازم اتنقل؟,هل انا مضطر لتغير الطائرة في الطريق ؟
ممكن استلف مضرب الراكيت والكور؟,هل يمكنني استعارة مضرب وكرات ؟
طعام مكسيكي .,طعام مكسيكي .
لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس .,لقد استمتعت بجولة الاستطلاع للأماكن السياحية في نيويورك بالأمس .
ما اللاذع ؟,ما اللاذع ؟
خلينا نعمل اتفاق .,لنبرم اتفاقاُ .
أنا بدور على حاجة عليها علامة برادا الحديد.,أبحث عن شئ ما بعلامة برادا المعدنية .
النبيت ده خلاني احسن بالاسترخاء .,هذا الخمر أراحني فعلاً .
شيئاً سهل القيادة بعجلة قيادة يسرى ومن صنف اثنين لتر .,شيئاً سهل القيادة بعجلة قيادة يسرى ومن صنف اثنين لتر .
فين محطة الأتوبيسات بتاع بى؟,أين موقف الحافلات ل بي ؟
هل اليابان تقدر تنتج كل احتياجها من الكل؟,هل بإمكان اليابان إنتاج كل الغذاء الذي تحتاجه ؟
ارجوك الغي رقم بطاقتي .,من فضلك الغي رقم بطاقتي .
اسمي رزيا كوباياشي ، والرقم هو اثنان صفر اثنان اثنان اثنان صفر اثنان واحد صفر صفر .,اسمي رزيا كوباياشي ، والرقم هو اثنان صفر اثنان اثنان اثنان صفر اثنان واحد صفر صفر .
أنا مستخدمتش خدمة المغسلة بتاعتك. ممكن تتأكد من ده تاني؟,لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟
لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني .,لا . أنا أخطط لزيارة باريس في طريق عودتي إلى وطني .
أنا هاتخن قاعد هنا باكل باستمرار وبس.,سأصبح بديناً في حال ما ظللت جالساً هنا آكل باستمرار .
أنا فاكر إني سبت الكاميرا بتاعتي ورايا وأنا بتعشى إمبارح.,أعتقد أنني تركت كاميرتي وغادرت عندما كنت أتناول العشاء هنا الليلة الماضية .
سؤال جيد . كنت سأشرح ذلك .,سؤال جيد . كنت سأشرح ذلك .
الولد دة كام سنة؟,كم عمر هذا الصبي ؟
أريد ثمان عملات ورقية فئة عشر دولار وعشرون ورقة فئة دولار واحد .,أريد ثمان عملات ورقية فئة عشر دولار وعشرون ورقة فئة دولار واحد .
اسف اني سبتك تستنى، انا حأطلع الاوضه معاك .,معذرة على انتظارك . سأصعد إلى غرفتك بصحبتك .
