0,1
هل لك أن تقوم بتنظيف هذه الملابس ؟,هل لك أن تقوم بتنظيف هذه الملابس ؟
هل لك أن تنزل لنا حقائبنا ، من فضلك ؟,هل لك أن تنزل لنا حقائبنا ، من فضلك ؟
أريد لقاء السيد ويليم .,أريد لقاء السيد ويليم .
ايمتى اول قطار عاوكسفورد؟,متى أول قطار إلى أكسفورد ؟
روح دغري إزا بتريد.,واصل في الاتجاه المستقيم ، من فضلك .
إزا بتريد لغيلي يا.,من فضلك ألغها أمامي .
نعم ، لقد تلقيت علاجاً للسكر في اليابان .,نعم ، لقد تلقيت علاجاً للسكر في اليابان .
وين فيي اتروق؟ اي ساعة بقدمو الترويقة؟  ؟,أين يمكنني أن أتناول الإفطار ؟ ومتى يتم إعداده ؟
بدي كنزة مع كمام طوال .,أريد رداءا ذات أكمام طويلة .
من فضلك ، أحتاج حمال .,من فضلك ، أحتاج حمال .
مرحبا. كيف حالك؟,مرحبا . كيف حالك ؟
ثمة شئ خطأ في آلة التهوية هذه .,ثمة شئ خطأ في آلة التهوية هذه .
أريد بفتيك جيدة مع بطاطس مشوية .,أريد بفتيك جيدة مع بطاطس مشوية .
بعتئد إنو بيرجع بعد نص ساعة.,أظن أنه سوف يعود في حدود ثلاثين دقيقة .
شيكولاته من فضلك .,شيكولاته من فضلك .
إنت عمتشحني زيادة.,أنت تزيد علىّ في السعر .
هذا رائع ، شكراً .,هذا رائع ، شكراً .
لقد فزنا بعقود مع أغلب الموردين في اليابان .,لقد فزنا بعقود مع أغلب الموردين في اليابان .
يوضح الرسم التوضيحي الفروق الرئيسية بين نوعي العقود .,يوضح الرسم التوضيحي الفروق الرئيسية بين نوعي العقود .
"من فضلك , قم بتنظيف هذه البلوزة .","من فضلك , قم بتنظيف هذه البلوزة ."
ايمتى نهائيات دوري السلة الاميركي للمحترفين؟,متى نهائيات الدوري الوطني لكرة السلة ؟
وين منتلائى؟,أين نتقابل ؟
هل من الممكن تعديلها ؟,هل من الممكن تعديلها ؟
وين قسم الصبايا؟,أين قسم السيدات ؟
أي رقم لازم أطلب للمعلومات؟,ما هو الرقم الذي يجب أن أطلبه للحصول على معلومات ؟
يي، لأ. مش رح يكون ضروري. بقدر إعتني في. عملت أكتر من اللزوم.,أوه ، لا . لن يكون هذا ضرورياً . أستطيع أن اعتني به . لقد قمت بالفعل بما هو اكثر من كاف .
جولة تماسيح؟ هالشي في بسط؟,رحلة تماسيح ؟ هل هذه مزحة ؟
أتفهم ، ماء الحمام فقط لم يسخن بالدرجة الكافية .,أتفهم ، ماء الحمام فقط لم يسخن بالدرجة الكافية .
طاولة عالشباك، إزا بتريد.,مائدة بجوار النافذة من فضلك .
رح تاخد بالقليلة تسعة و تسعين ساعة.,سآخذ على الأقل تسعة وتسعين ساعة .
عاملين حفلة ضغيرة ببيتنا الأسبوع الجاي . فيك تجي انت و مرتك.,سنقيم حفلة صغيرة في منزلي الأسبوع القادم . تُرى ، هل ستستطيع الحضور مع زوجتك ؟
بقدر إحجز عربة الأكل؟,هل يجب أن أقوم بالحجز في عربة العشاء داخل القطار ؟
بدي إسحب أربعمية دولار من حسابي.,أريد سحب أربعمائة دولاراً من حسابي .
سيتعين عليك أن تقدم طلب تأمين إلى مكتب التأمين باليابان .,سيتعين عليك أن تقدم طلب تأمين إلى مكتب التأمين باليابان .
أود مشاهدة مباراة كرة قدم ذات مستوي فني . من أين يمكنني شراء تذكرة ؟,أود مشاهدة مباراة كرة قدم ذات مستوي فني . من أين يمكنني شراء تذكرة ؟
إزا بتريد غيرلي المسيحات.,من فضلك قم بتغيير مساحات الزجاج .
اسمي شيبا . رقم الغرفة تلاتمية و خمسة و اربعين.,اسمي تشيبا ، غرفة رقم ثلاثة خمسة وأربعون .
لشو هالفاتورة؟,ماذا تخص هذه الفاتورة ؟
أجل . تحت المقعد .,أجل . تحت المقعد .
مأعدين تبع عشرة دولار، إزا بتريد.,مقعدان من فئة العشر دولارات من فضلك .
من فضلك اعطني تصريحاً سارياً لمدة أسبوع .,من فضلك اعطني تصريحاً سارياً لمدة أسبوع .
بألف هايكو للمبتدئين كهواية.,أؤلف قصائد يابانية للهواة كهواية .
كيف يمكنني الوصول للمعبد ؟,كيف يمكنني الوصول للمعبد ؟
هدايا لرفئاتي.,هدايا لأصدقائي .
بقدر جبلك تحلاية؟,هل أحضر لك بعض الحلوي ؟
كيف بوصل لهونيك؟,كيف أصل إلى هناك ؟
هل لديكم أية أماكن شاغرة الليلة ؟,هل لديكم أية أماكن شاغرة الليلة ؟
نريد ركناً هادئاً ، إن أمكن .,نريد ركناً هادئاً ، إن أمكن .
أود أن أحجز قارب عوم .,أود أن أحجز قارب عوم .
الدكتور توفلر معلم صارم؟,هل د . توفلر مدرس حازم ؟
بدي أشتري شامبو.,أرغب في شراء شامبو .
ما تكلفة المقاعد الخاصة بالشرفة ؟,ما تكلفة المقاعد الخاصة بالشرفة ؟
من فضلك . اصلح هذا .,من فضلك . اصلح هذا .
أنا بحاجة لروشتة .,أنا بحاجة لروشتة .
عأي عمر مسموح التصويت باليابان؟,ما هو الحد الأدنى لسن التصويت في اليابان ؟
أي ساعة بسكر؟,متى وقت الإغلاق ؟
"الوجبة الكاملة , من فضلك .","الوجبة الكاملة , من فضلك ."
إذا بتريد قسلي قياس صباطي .,من فضلك قس حجم حذائي .
عن اذنك، عندي وجع راس . عندك شي دوا؟,عذراً . عندي صداع . هل لديك أية أدوية ؟
إن الأقراص المدمج أرخص كثيراً في هذا المحل .,إن الأقراص المدمج أرخص كثيراً في هذا المحل .
إلى أي ساعة متأخرة تظل مفتوحة ؟,إلى أي ساعة متأخرة تظل مفتوحة ؟
منحب ناخد صحن مقانق مشكل، سلطة، و قنينة نبيت إذا بتريد، إذا بتريد جيب كبايتين .,نود طبقاً من النقانق المنوعة ، سلطة ، وزجاجة خمر ، من فضلك . احضر كوبين ، من فضلك .
الغرفة عنجد باردة .,الغرفة باردة حقاً .
عن اذنك . خليني أضهر، عمول معروف .,عذراً . دعني أخرج ، من فضلك .
أود أن أغير الرحلة الجوية إلى شيكاغو من التاسعة إلى الحادية عشر .,أود أن أغير الرحلة الجوية إلى شيكاغو من التاسعة إلى الحادية عشر .
لقد سرق جواز سفري .,لقد سرق جواز سفري .
عمول معروف حجوز طاولة لخمس أشخاص.,أرجو حجز مائدة لخمسة أفراد .
فيك تنصح بمعم فرنسي منيح؟,هل لك أن تقترح مطعماُ فرنسياً جيداً ؟
فيك تعطيني إسمك وتاريخ الإنطلاء ورأم السفرة؟,هل يمكنني أن أعرف أسمك ، وتاريخ الرحيل ورقم الرحلة ؟
هل لي أن استعير مجفف شعر ؟,هل لي أن استعير مجفف شعر ؟
"لا , ليست بها . و لكن بها دش .","لا , ليست بها . و لكن بها دش ."
بعتقد الطقس حيتحسن بكرا .,أعتقد أن الجو سيكون افضل في الغد .
هل يمكنني استخدام إِشارة ضوئية ؟,هل يمكنني استخدام إِشارة ضوئية ؟
بدي مقعد لليوم .,أريد مقعداً اليوم .
وقديش أجرة الخياطة؟,كم تتقاضى نظير التفصيل ؟
الطوابع بتمنتعشر دولار. وهيدا تصريح جمركي للظرف تبعك.,ثمانية عشر دولاراً للطوابع . هذا بيان جمارك للطرد الخاص بك .
نسيت جزداني.,لقد نسيت أن آخذ حقيبتي اليدوية .
إنها محكمة هنا .,إنها محكمة هنا .
عندك لون تاني من هالنقشة؟,هل لا يوجد عندكم ظل لوني أخر في هذا النقش ؟
أنا آسف جداً لمعرفة فقدان والدك . تفضل بقبول خالص عزائي .,أنا آسف جداً لمعرفة فقدان والدك . تفضل بقبول خالص عزائي .
فتاح شنطتك إزا بتريد. هودي حبوب مش هيك؟,"افتح حقيبتك , من فضلك . هذه حبوب دواء ، أليس كذلك ؟"
بتقدر تغيير شو حكيت هلأ؟,هل يمكنك أن تغير الصياغة طبقاً لما قلته للتو ؟
بدي إطلب بيتزا. مين بوصل هون؟ شو الرأم؟,أريد طلب بيتزا . من يقوم بالتسليم هنا ؟ كم الرقم ؟
يمكنك تحقيق عدد نقاط أفضل .,يمكنك تحقيق عدد نقاط أفضل .
أريد بعضا من ورقًُ تغليف الهدايا .,أريد بعضا من ورقًُ تغليف الهدايا .
بدي كريم للايدين .,أريد بعض كريم اليد .
رح ابقى باوتيل الفا .,سأنزل في فندق ألفا .
"ماذا عن بعد ظهر اليوم , حوالي الساعة الرابعة ؟","ماذا عن بعد ظهر اليوم , حوالي الساعة الرابعة ؟"
اي ساعة بتسكر؟,متى تغلقون ؟
بعقد.,إنها رائعة .
وين أحسن محل تزورو مع حبيبي؟,أين أفضل مكان يمكنني زيارته مع صديقي ؟
كتير غالي بالنسبة الي. ما بتقدر ترخصو؟,إنه غالي جدا بالنسبة لي . ألا يمكنك تخفيض السعر قليلاً ؟
فيي أخد شوية نبيد أحمر؟,هل لي ببعض النبيذ الأحمر ؟
كتير لاعبين بايسبول امركان بيلعبوا باليابان .,الكثير من لاعبي البيسبول الأمريكان يلعبون في اليابان .
هل يمكن أن تعيد إصدارها ؟,هل يمكن أن تعيد إصدارها ؟
عطيني كل مصرياتك .,أعطني كل نقودك .
رح نصدرلك باسبور مؤقت .,سوف نصدر لك جواز سفر مؤقت .
كان أحسنلك تتنازل.,الأجدر بك أن تكف عن ذلك .
بتقدر تبدلي هدا بواحد جديد؟,هل يمكنك تبديل هذه بواحدة جديدة ؟
وصلنا. هيدا هوي المتحف البريطاني.,ها نحن قد وصلنا . هذا هو المتحف البريطاني .
هل يمكن أن تخبرني أين أسجل لركوب هذه الرحلة ؟,هل يمكن أن تخبرني أين أسجل لركوب هذه الرحلة ؟
عمول معروف قلي شي مطعم معقول مع جو حلو .,من فضلك . دُلني على مطعم معقول يهيئ جواً جميلا .
أين الموقف ؟,أين الموقف ؟
هيجا فيلم رعب؟,هل هذا فيلم رعب ؟
ليش ما بتحط بعد شوية بهار بقلبو؟,لماذا لا تضع القليل من الفلفل عليه ؟
عمول معروف كتبلي.,من فضلك سجل اسمي .
بتقدر تضيق هدا البنطلون؟,هلا أخذت هذه السراويل ؟
فيك تكويلي هالبنطلون إذا بتريد؟,هل لك أن تكوى هذا البنطلون ، من فضلك ؟
هذا ممكن إذا أمكنك السفر على رحلة صباح باكر يوم السادس والعشرين .,هذا ممكن إذا أمكنك السفر على رحلة صباح باكر يوم السادس والعشرين .
سكر التلفون و استنى شوي لو سمحت.,ابقى على الخط وانتظر لحظة من فضلك .
سكوتش مع مي، لو سمحت.,ويسكي اسكتلندي وماء من فضلك .
بدي روح عمكتب التسجيل تبع شركة طيران يونايتد.,أريد الذهاب إلى مكتب شركة يونيتد للطيران .
أين يمكنني أن أتناول الإفطار ؟ ومتى يتم إعداده ؟,أين يمكنني أن أتناول الإفطار ؟ ومتى يتم إعداده ؟
إزا بتريد تروك الشنط مربوطين مع بعض.,من فضلك احفظ هذه الحقائب في محتجز الجمارك .
جمدت من البرد.,تجمدت أطرافي من البرد .
شو آل؟,ماذا قال ؟
لدى ألف جنيه .,لدى ألف جنيه .
بدي آخد باص المطار تروح عالمطار.,أريد أن أستقل الحافلة السريعة إلى المطار .
فيي استعمل الضو؟,هل لي أن استخدم الفلاش ؟
ممم، ما بيمشي، ما هيك؟ فيك تنؤل عمأعد فاضي إزا بدك.,هه . إنها لا تعمل ، أليس كذلك ؟ يمكنك الانتقال إلى مقعد شاغر إذا كنت تريد ذلك .
هل الضمان ساري في اليابان ؟,هل الضمان ساري في اليابان ؟
هل أستطيع أن أطلب بيتزا كبيرة بالجبن ؟,هل أستطيع أن أطلب بيتزا كبيرة بالجبن ؟
فترأنا أنا ورفيئي، رح نئعد سوا اليوم.,إنني بعيد عن صديقي ، نود لو نجلس معاً .
ما رأيك في مشاهدة فيلم آخر ؟,ما رأيك في مشاهدة فيلم آخر ؟
عمبرجف.,إنني أرتجف .
فيي إدفع بالين؟,هل يمكنني الدفع بالين ؟
هذه الكاميرات لاستخدامي الشخصي .,هذه الكاميرات لاستخدامي الشخصي .
أريد أن أستبدل تلك الدولارات .,أريد أن أستبدل تلك الدولارات .
كيف بوصل عالمحطة؟,كيف أصل إلى المحطة ؟
عشرة، إزا بتريد.,"عشرة , من فضلك ."
أنا دفعت وجبات الأكل و مصاريف الأوتيل من قبل.,لقد قمت بتسديد ثمن الوجبات ورسوم الفندق مقدماًً .
متي سنغادر ؟,متي سنغادر ؟
عندك أي قمصان؟,هل لديك أية قمصان ؟
زرت البحيرات العظيمة لأول مرة .,لقد قمت بزيارة البحيرات الكبرى لأول مرة .
كلفة أول تلات دئايئ عشرة سنت.,سعر الثلاث دقائق الأولي عشرة سنتات .
أي خط متجه إلى مانهاتن ؟,أي خط متجه إلى مانهاتن ؟
بدي صوص طلياني.,أريد زياً إيطالياً .
لا هلقد بكفي.  .,لا ، هذا يكفي .
سوف أتصل بك عندما أكون غير مشغول .,سوف أتصل بك عندما أكون غير مشغول .
بدي أغير لغرفة اتطل على المحيط. بدفع اشي زيادة؟,أود أن أغير لغرفة تطل على المحيط . هل توجد أي رسوم إضافية ؟
هل يمكن أن أتناول شاي بدلا من القهوة,هل يمكن أن أتناول شاي بدلا من القهوة
هذا حسن . في هذا التوقيت يبدأ تغيير الحراس . يمكنك أن تشاهد ذلك أو تستمع إلى مجموعة الحراس و هم يلعبون في الساحة الأمامية .,هذا حسن . في هذا التوقيت يبدأ تغيير الحراس . يمكنك أن تشاهد ذلك أو تستمع إلى مجموعة الحراس و هم يلعبون في الساحة الأمامية .
هل نفقد أم نكسب يوماُ في طريقنا لأمريكا ؟,هل نفقد أم نكسب يوماُ في طريقنا لأمريكا ؟
فرجيني القميص لبالواجهة .,أرني القميص في فترينة العرض .
أيمكنني تناول دجاج في العشاء ؟,أيمكنني تناول دجاج في العشاء ؟
هيدي الجريدة الغلط .,هذه هي الصحيفة الخطأ .
بفكر بالموضوع. شكرًا.,سأفكر في الأمر . شكراً .
هل تقول لي أنني لا أستطيع الحصول على تصريح ركوب لأن الرحلة محجوزة فوق طاقتها ؟,هل تقول لي أنني لا أستطيع الحصول على تصريح ركوب لأن الرحلة محجوزة فوق طاقتها ؟
طلبت وسط، مش مطبوخ منيح.,طلبت نصف طازج ، ليس ناضجا بالكامل .
معي اذن يورايل، و فيزا سوفياتية .,معي تصريح لأوريل وتأشيرة روسية .
طيب معناتو، بدي وجه أصغر زي وجه جوليا روبرتس.,حسنا إذاً ، أريد عصا مضرب أصغر كتلك التي مع جوليا روبرتس .
هل تذهب هذه الحافلة إلى وسط المدينة ؟,هل تذهب هذه الحافلة إلى وسط المدينة ؟
دُلني على حانة جيد ؟ من فضلك .,دُلني على حانة جيد ؟ من فضلك .
حسناً ، ما رأيك في هذا الحزام المصنوع من جلد الماعز ذا الجودة العالية ؟,حسناً ، ما رأيك في هذا الحزام المصنوع من جلد الماعز ذا الجودة العالية ؟
شو إسم هالجنينة الوطنية؟,ما اسم هذه المحمية ؟
أي ساعة بصير متوفر؟,متى ستكون متاحة ؟
كانت اقامتي حلوة . شكرا .,لقد قضيت إقامة جميلة . شكرا لكم .
بدي لمبة للئراية.,أريد مصباح قراءة .
ايه، رح اتاكد انو اخد هول .,نعم ، سأتأكد انه يحصل على هذه .
لا أحتاج إلى كل هذا . أريد واحداً فقط .,لا أحتاج إلى كل هذا . أريد واحداً فقط .
عمول معروف قلي كيف بيستعمل .,من فضلك أخبرني كيف استخدمها .
رح روح عشيكاغو، كمان.,سأذهب إلى شيكاغو أيضاً .
هل هي صناعة يدوية ؟,هل هي صناعة يدوية ؟
شو هالطباخة الممتازة مرتك .,ما أروع زوجتك من طاهية .
بدي حبوب منوم.,أبغي بعض الأقراص المنومة .
لازم الكل يعمل تصرح نزول؟,هل يجب أن ينزل الجميع ؟
أنا آسف . سأحضر لك شاياً في الحال .,أنا آسف . سأحضر لك شاياً في الحال .
أريدك أن تأخذ صورة بالأشعة السينية .,أريدك أن تأخذ صورة بالأشعة السينية .
هل ثمة بديل للرحلة الملغاة ؟,هل ثمة بديل للرحلة الملغاة ؟
ما هو سبب زحام المرور هذا ؟,ما هو سبب زحام المرور هذا ؟
أين محطة الأتوبيس المتجه إلى سنترال بارك ؟,أين محطة الأتوبيس المتجه إلى سنترال بارك ؟
قابلتك عندما زرت مكتبنا في طوكيو العام الماضي .,قابلتك عندما زرت مكتبنا في طوكيو العام الماضي .
صباحو . كم واحد منكن رح ياكل؟,صباح الخير . كم منكم سيأكلون ؟
استدر .,استدر .
حجزت عطوكيو. فيك تتأكدلي مرة تانية، إزا بتريد؟,لقد حجزت في طوكيو . هل يسعك التأكد من ذلك مرة أخرى ، من فضلك ؟
آجل ، أنا واثق . إنه لذيذ جداً لدرجة أنني تناولت منه أكثر من اللازم . لقد استمتعت بالعشاء كثيراً جداً .,آجل ، أنا واثق . إنه لذيذ جداً لدرجة أنني تناولت منه أكثر من اللازم . لقد استمتعت بالعشاء كثيراً جداً .
أريد بعض مشابك الورق .,أريد بعض مشابك الورق .
فيك تقصرلي الاجرين إذا بتريد؟,هل يمكنك أن تخيط رجلي البنطلون من أجلي ، لطفاً ؟
هل من الممكن أن نشاهد فيلما على هذه الرحلة ؟,هل من الممكن أن نشاهد فيلما على هذه الرحلة ؟
كتير غالي عليي.,هذا السعر مرتفع جداً بالنسبة لي .
ما ساعات عمل البنك ؟,ما ساعات عمل البنك ؟
دعني أرى كم يزن . الحساب خمسة وتسعون سنتا .,دعني أرى كم يزن . الحساب خمسة وتسعون سنتا .
عندك مراية؟,هل لديك مرآة ؟
أري أن الذهاب إلى المتاحف أمر مريح جداً .,أري أن الذهاب إلى المتاحف أمر مريح جداً .
عندك شي أزغر؟,هل يوجد لديكم شيء أصغر ؟
أنا رايح على باريس.,إنني ذاهب إلى باريس .
هالشي مبين طيب.,يبدو أن هذا الطعام لذيذ .
هذا عظيم .,هذا عظيم .
القفل لا يعمل .,القفل لا يعمل .
في عندكم جولات تانية؟,هل لديكم أية جولة سياحية أخرى ؟
سأعة الليلة.,الليلة قارسة البرد .
سقطت شوكتي .,سقطت شوكتي .
بها ثلاثون كلمة . لذلك ثلاثة دولارات من فضلك .,بها ثلاثون كلمة . لذلك ثلاثة دولارات من فضلك .
ما هو سعر الصرف ؟,ما هو سعر الصرف ؟
بقدر ساعد بشي؟,هل يمكنني المساعدة بأي وسيلة ؟
أيمكن أن تدلّني على الطريق إلى أقرب متجر لبيع الأدوية والمرطبات ، من فضلك ؟,أيمكن أن تدلّني على الطريق إلى أقرب متجر لبيع الأدوية والمرطبات ، من فضلك ؟
عندي ورم .,عندي ورم .
إن منتجنا أخف وزناً وأصغر حجماً من منتجات منافسينا ، ولكنه مع ذلك لا يزيد في سعره عنها سوى ثمانية في المائة .,إن منتجنا أخف وزناً وأصغر حجماً من منتجات منافسينا ، ولكنه مع ذلك لا يزيد في سعره عنها سوى ثمانية في المائة .
هذا هو عنوان الفندق الذي أقيم فيه ورقم التليفون . هل يمكنك الاتصال بي على هذا الرقم بمجرد أن يتم العثور على حقيبتي ؟,هذا هو عنوان الفندق الذي أقيم فيه ورقم التليفون . هل يمكنك الاتصال بي على هذا الرقم بمجرد أن يتم العثور على حقيبتي ؟
شكراً كثيراً علي الوجبة .,شكراً كثيراً علي الوجبة .
سنصل لوس أنجلوس بعد قيادة السيارة لما يقرب من خمسمائة وخمسون كيلو متر من سان فرانسيسكو صوب الجنوب .,سنصل لوس أنجلوس بعد قيادة السيارة لما يقرب من خمسمائة وخمسون كيلو متر من سان فرانسيسكو صوب الجنوب .
كيف يمكنني الذهاب إلى ديزني لاند ؟,كيف يمكنني الذهاب إلى ديزني لاند ؟
لقد سُرقت حقيبة يدي مني أمام الفندق بالقرب من هنا .,لقد سُرقت حقيبة يدي مني أمام الفندق بالقرب من هنا .
بيطلعلي أي نوع من الخصم إذا ببقى بالأوتيل تبعكن لشهر؟,هل سأحصل على خصم إذا أنا مكثت بفندقكم لمدة شهر ؟
هل يمكن أن أخذ مقعدا على هذا الممر ، من فضلك ؟ نحن نريد مقعداً لغير المدخنين .,هل يمكن أن أخذ مقعدا على هذا الممر ، من فضلك ؟ نحن نريد مقعداً لغير المدخنين .
معذرة . أين مكتب البريد ؟,معذرة . أين مكتب البريد ؟
اقتراحه قبل .,اقتراحه قبل .
هيدا متضرر.,هذا لحقت به أضرار .
ما اكلت هيدا .,لم آكل هذا .
كم تبلغ تكلفة الرخصة ؟,كم تبلغ تكلفة الرخصة ؟
هذه غرفة ثلاثة سبعة عشر . يمكنني أخذ بطانية أخرى ؟,هذه غرفة ثلاثة سبعة عشر . يمكنني أخذ بطانية أخرى ؟
بدي إحجز باص.,أريد الحجز في الحافلة .
أوضة مفردة من دون حمام، عمول معروف .,فردي بدون حمام ، من فضلك .
موظف الصندوء هونيك بيعتني في.,سيتولى الصراف الذي تراه هناك هذا الأمر .
جايين عالسبعة .,سنأتي في السابعة .
هل هذا هو أقصر الخطوط المباشرة ؟,هل هذا هو أقصر الخطوط المباشرة ؟
رح نحجزلك عرحلة ثانية .,سنحتاج إلى الحجز لك في رحلة أخرى .
بالحقيقة، عندي أخبار . رح إتجوز .,بالفعل لدي أخبار . أنا سأتزوج .
أفضلها كثيراً جداً . بيدا أنه يؤسفني أنني لا أفضل التصميم . ماذا عن التصميمات الأخرى .,أفضلها كثيراً جداً . بيدا أنه يؤسفني أنني لا أفضل التصميم . ماذا عن التصميمات الأخرى .
ما فائدة هذا ؟,ما فائدة هذا ؟
هل يوجد صالون تجميل هنا ؟,هل يوجد صالون تجميل هنا ؟
هل بإمكاني رؤية هذه الحقيبة ؟,هل بإمكاني رؤية هذه الحقيبة ؟
آسفين لا نستطيع ، ليس لدينا البند نفسه .,آسفين لا نستطيع ، ليس لدينا البند نفسه .
خليني أحول هاي المكالمة للرجل المسؤول.,دعني أحول هذه المكالمة إلى المسئول .
كيف؟,كيف ذلك ؟
منو أجد نموذج، ما هيك؟,إنها ليست أحدث طراز ، أليس كذلك ؟
وين اخد الشنطات للرحلة سبعة صفر تلاتة؟,أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟
أليس لديك أي شيء أفضل ؟,أليس لديك أي شيء أفضل ؟
منيح. رح إشتري.,حسناً ، سأشتريه .
المتحف بيفتح اليوم؟,هل المتحف مفتوح اليوم ؟
لا ، لقد تركت رقم تليفونه في المنزل .,لا ، لقد تركت رقم تليفونه في المنزل .
عبالي إستأجر هيدا النوع من السيارة عأربعة وعشرين ساعة.,أود تأجير هذا الطراز من السيارات لمدة أربعة وعشرين ساعة .
من أين يأتي هذا التفاح ؟,من أين يأتي هذا التفاح ؟
كم سيجارة، إزا بتريد.,سجائر من فضلك .
هذا اللون الخافت مشهور جدا هذا العام .,هذا اللون الخافت مشهور جدا هذا العام .
لم أعتقد أنها ستكون مزدحمة إلى هذا الحد .,لم أعتقد أنها ستكون مزدحمة إلى هذا الحد .
أأرب مئاعد ممكنة، إزا بتريد.,مقاعد متقاربة من بعضها قدر الإمكان ، من فضلك .
"أريد نقانق كبده , من فضلك .","أريد نقانق كبده , من فضلك ."
فيك تحجزلي لأحضر حفلة موسيقية؟,هل لك أن تحجز لى لرؤية الفيلم الموسيقى ؟
ما الأماكن التي خططت لزيارتها في هذا البلد ؟,ما الأماكن التي خططت لزيارتها في هذا البلد ؟
بمعدل اليوم، رح يوصل لهالمبلغ .,سعر اليوم ، سيصل إلى هذا المبلغ .
بدي رواية إنكليزية إرايتا هينة.,أريد رواية إنجليزية يسهل قراءتها .
شو بصير اذا ما تلاقى؟,ماذا سيحدث في حالة عدم العثور عليها ؟
اي ساعة بيخلص العرض؟,متى ينتهي العرض ؟
سنصل بعد ثلاثين دقيقة من الوقت المقرر .,سنصل بعد ثلاثين دقيقة من الوقت المقرر .
اللون منيح، بس القياس غلط .,اللون على ما يرام ، ولكن المقاس خطأ .
من فضلك أجعل لي كرسي بجانب الممر في المنتصف .,من فضلك أجعل لي كرسي بجانب الممر في المنتصف .
ضليت هونيك شي ست سنين.,لقد قضيت هناك نحو ستة أعوام .
لا اشعر برجلي اليمني .,لا اشعر برجلي اليمني .
أنا فهمت ، حسنا ، شكراً لاستغراقك مزيداً من الوقت . هل يمكنني الحصول على اثنين من الهوت دوج ؟,أنا فهمت ، حسنا ، شكراً لاستغراقك مزيداً من الوقت . هل يمكنني الحصول على اثنين من الهوت دوج ؟
أشعر بمرضي في معدتي .,أشعر بمرضي في معدتي .
أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .
ليش هيك صار؟,لماذا يحدث هذا ؟
بالقول إنهم فائقو العناية في اختياراتهم فأنت تعني أنهم دائما يفكرون بطريقة اقتصادية .,بالقول إنهم فائقو العناية في اختياراتهم فأنت تعني أنهم دائما يفكرون بطريقة اقتصادية .
إنه صوف نقى ؟,إنه صوف نقى ؟
عفواً . هلا أخبرتني متى ستكون صوري جاهزة ؟,عفواً . هلا أخبرتني متى ستكون صوري جاهزة ؟
لازم تظبط مراية السيارة.,من الأفضل أن تضبط المرآة العاكسة للرؤية الخلفية .
الألم غير المنقطع ينتقل من أذني إلى عنقي .,الألم غير المنقطع ينتقل من أذني إلى عنقي .
"مساء الخير , هل لديك أي موائد مفتوحة لشخصين ؟","مساء الخير , هل لديك أي موائد مفتوحة لشخصين ؟"
ايه، عنا واحد بطل عالمحيط .,أجل ، لدينا واحدة تطل على المحيط .
أريد حجز مقعد في الدرجة الاقتصادية على الرحلة المتجهة إلى لندن يوم الأحد .,أريد حجز مقعد في الدرجة الاقتصادية على الرحلة المتجهة إلى لندن يوم الأحد .
نعم ، قبل الرحيل ، هلا أخبرتني عن انطباعاتك عن اليابان .,نعم ، قبل الرحيل ، هلا أخبرتني عن انطباعاتك عن اليابان .
أتريد مشروباً مع الوجبة ؟,أتريد مشروباً مع الوجبة ؟
طيب. باخد بس تنان. شكرًا.,حسناً . سوف أخذ اثنين فقط . شكراً .
هل لديك أي نبيذ كاليفورني ؟,هل لديك أي نبيذ كاليفورني ؟
النافذة محشورة .,النافذة محشورة .
فيي ادفع عالطاولة؟,هل لي أن أدفع على المائدة ؟
لو سمحت كرر ذلك مرة أخرى .,لو سمحت كرر ذلك مرة أخرى .
الحادية عشر وأربعون دقيقة مساءً .,الحادية عشر وأربعون دقيقة مساءً .
في شي غلط بضو الفرامات.,ثمة عطل ما بالكاشفات الخلفية .
أي الطرق تؤدي إلى البوابة خمس وثلاثين ؟,أي الطرق تؤدي إلى البوابة خمس وثلاثين ؟
هيك بيكون منيح. وين الخبز؟,هذا رائع . أين الخبز ؟
"هل لك أن تطلبها لي , من فضلك ؟","هل لك أن تطلبها لي , من فضلك ؟"
بتقدر تعطيني دوا لوجع معدتي؟,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟
بعتئد إني رح آخد أرخص تنين.,أعتقد أنني سأحصل على اثنين أقل سعراً .
إنه واسع جداً علىّ . هل يمكن أن أجرب هذه ؟,إنه واسع جداً علىّ . هل يمكن أن أجرب هذه ؟
هل تحب أن تتناول العشاء ؟,هل تحب أن تتناول العشاء ؟
سوف ينتهي في الواحدة بعد الظهر .,سوف ينتهي في الواحدة بعد الظهر .
مازلت أشعر بالرغبة في القيء .,مازلت أشعر بالرغبة في القيء .
إذا بتريد فرجيني انا وين عهالخريطة .,من فضلك أرني أين أنا على هذه الخريطة .
علىّ مغادرة الفندق قبل الظهر .,علىّ مغادرة الفندق قبل الظهر .
هل علىّ أن أملأ استمارة جمركية ؟,هل علىّ أن أملأ استمارة جمركية ؟
أريد بعض المسطردة .,أريد بعض المسطردة .
قديش بتكلف لنص يوم؟,كم السعر لنصف يوم ؟
